GO,evidence,isoform
GO:0016020; GO:0016021,ISS,fig|387092.6.peg.503|NIS_0476
,ISS,fig|387092.6.peg.504|NIS_0477
,ISS,fig|387092.6.peg.506|NIS_0479
,ISS,fig|387092.6.peg.507|NIS_0480
,ISS,fig|387092.6.peg.508|NIS_0481
,ISS,fig|387092.6.peg.510
GO:0016021,ISS,fig|387092.6.peg.511|NIS_0482
,ISS,fig|387092.6.peg.512|NIS_0483
GO:0016021,ISS,fig|387092.6.peg.516|NIS_0487
,ISS,fig|387092.6.peg.519
,ISS,fig|387092.6.peg.521|NIS_0491
,ISS,fig|387092.6.peg.524|NIS_0494
GO:0000160; GO:0003677; GO:0006355,ISS,fig|387092.6.peg.525|NIS_0495
,ISS,fig|387092.6.peg.526|NIS_0496
GO:0004088; GO:0005524; GO:0046872,ISS,fig|387092.6.peg.529|NIS_0499
,ISS,fig|387092.6.peg.530
,ISS,fig|387092.6.peg.531|NIS_0500
GO:0005886; GO:0009055; GO:0010181; GO:0022900,ISS,fig|387092.6.peg.532|NIS_0501
GO:0016021,ISS,fig|387092.6.peg.533|NIS_0502
,ISS,fig|387092.6.peg.541|NIS_0511
,ISS,fig|387092.6.peg.543|NIS_0513
GO:0016020; GO:0016021; GO:0016301; GO:0016310,ISS,fig|387092.6.peg.544|NIS_0514
,ISS,fig|387092.6.peg.546
,ISS,fig|387092.6.peg.551|NIS_0519
,ISS,fig|387092.6.peg.561|NIS_0529
GO:0016853,ISS,fig|387092.6.peg.563|NIS_0531
,ISS,fig|387092.6.peg.580
,ISS,fig|387092.6.peg.581
GO:0016021,ISS,fig|387092.6.peg.584|NIS_0550
,ISS,fig|387092.6.peg.585|NIS_0551
GO:0016021,ISS,fig|387092.6.peg.588|NIS_0554
GO:0016020,ISS,fig|387092.6.peg.590|NIS_0556
GO:0016787,ISS,fig|387092.6.peg.591|NIS_0557
,ISS,fig|387092.6.peg.592|NIS_0558
GO:0016740,ISS,fig|387092.6.peg.598|NIS_0564
GO:0016021,ISS,fig|387092.6.peg.601|NIS_0567
GO:0016829,ISS,fig|387092.6.peg.603|NIS_0569
,ISS,fig|387092.6.peg.613|NIS_0579
,ISS,fig|387092.6.peg.614|NIS_0580
,ISS,fig|387092.6.peg.617|NIS_0583
GO:0016020; GO:0016021,ISS,fig|387092.6.peg.621
,ISS,fig|387092.6.peg.633|NIS_0598
,ISS,fig|387092.6.peg.640|NIS_0605
,ISS,fig|387092.6.peg.649|NIS_0614
,ISS,fig|387092.6.peg.654|NIS_0619
,ISS,fig|387092.6.peg.655|NIS_0620
,ISS,fig|387092.6.peg.672|NIS_0637
,ISS,fig|387092.6.peg.673|NIS_0638
,ISS,fig|387092.6.peg.676
,ISS,fig|387092.6.peg.680
,ISS,fig|387092.6.peg.683|NIS_0646
,ISS,fig|387092.6.peg.693|NIS_0656
,ISS,fig|387092.6.peg.708|NIS_0671
GO:0016021; GO:0016740,ISS,fig|387092.6.peg.710|NIS_0673
GO:0016787,ISS,fig|387092.6.peg.712|NIS_0675
,ISS,fig|387092.6.peg.716|NIS_0679
,ISS,fig|387092.6.peg.717|NIS_0680
,ISS,fig|387092.6.peg.718
GO:0006355,ISS,fig|387092.6.peg.721|NIS_0683
GO:0005506; GO:0016491; GO:0055114,ISS,fig|387092.6.peg.726
GO:0016021,ISS,fig|387092.6.peg.727
,ISS,fig|387092.6.peg.733|NIS_0693
GO:0016021,ISS,fig|387092.6.peg.745|NIS_0705
GO:0009055; GO:0020037; GO:0022900,ISS,fig|387092.6.peg.752|NIS_0712
GO:0016021,ISS,fig|387092.6.peg.763|NIS_0723
,ISS,fig|387092.6.peg.777|NIS_0737
GO:0016740,ISS,fig|387092.6.peg.778|NIS_0738
,ISS,fig|387092.6.peg.779|NIS_0739
GO:0016021,ISS,fig|387092.6.peg.780|NIS_0740
,ISS,fig|387092.6.peg.782
,ISS,fig|387092.6.peg.788|NIS_0748
GO:0016020; GO:0016021,ISS,fig|387092.6.peg.805|NIS_0765
,ISS,fig|387092.6.peg.807|NIS_0767
GO:0016021,ISS,fig|387092.6.peg.823
GO:0016021,ISS,fig|387092.6.peg.824|NIS_0783
GO:0016021; GO:0055085,ISS,fig|387092.6.peg.826|NIS_0785
,ISS,fig|387092.6.peg.834|NIS_0793
,ISS,fig|387092.6.peg.843|NIS_0803
GO:0016021,ISS,fig|387092.6.peg.844|NIS_0804
,ISS,fig|387092.6.peg.853|NIS_0813
,ISS,fig|387092.6.peg.867|NIS_0827
GO:0016021,ISS,fig|387092.6.peg.885|NIS_0845
GO:0003824; GO:0006281,ISS,fig|387092.6.peg.892|NIS_0852
,ISS,fig|387092.6.peg.900|NIS_0860
,ISS,fig|387092.6.peg.903|NIS_0863
,ISS,fig|387092.6.peg.924|NIS_0885
GO:0016021,ISS,fig|387092.6.peg.928|NIS_0889
GO:0005524; GO:0016874; GO:0046872,ISS,fig|387092.6.peg.931|NIS_0892
GO:0004181; GO:0006508; GO:0008270,ISS,fig|387092.6.peg.932|NIS_0893
,ISS,fig|387092.6.peg.933|NIS_0894
GO:0016021,ISS,fig|387092.6.peg.935|NIS_0896
GO:0016021,ISS,fig|387092.6.peg.941|NIS_0901
GO:0015562; GO:0055085,ISS,fig|387092.6.peg.944|NIS_0904
,ISS,fig|387092.6.peg.945|NIS_0905
GO:0009055; GO:0020037; GO:0022900; GO:0046872,ISS,fig|387092.6.peg.947|NIS_0907
GO:0003700; GO:0006355,ISS,fig|387092.6.peg.948|NIS_0908
,ISS,fig|387092.6.peg.949
,ISS,fig|387092.6.peg.950|NIS_0909
GO:0015562; GO:0055085,ISS,fig|387092.6.peg.951|NIS_0910
GO:0007165; GO:0016021,ISS,fig|387092.6.peg.957|NIS_0916
GO:0005524; GO:0048037,ISS,fig|387092.6.peg.965|NIS_0924
GO:0005737; GO:0009107; GO:0009249; GO:0016992; GO:0046872; GO:0051539,ISS,fig|387092.6.peg.967
GO:0009691; GO:0016787,ISS,fig|387092.6.peg.970|NIS_0928
GO:0016021,ISS,fig|387092.6.peg.971|NIS_0929
GO:0016301; GO:0016310,ISS,fig|387092.6.peg.986|NIS_0943
GO:0016021,ISS,fig|387092.6.peg.992|NIS_0950
GO:0016021,ISS,fig|387092.6.peg.995|NIS_0953
,ISS,fig|387092.6.peg.1000|NIS_0958
GO:0008270,ISS,fig|387092.6.peg.1009|NIS_0967
GO:0008270,ISS,fig|387092.6.peg.1010|NIS_0968
,ISS,fig|387092.6.peg.1014|NIS_0972
,ISS,fig|387092.6.peg.1028|NIS_0986
,ISS,fig|387092.6.peg.1033|NIS_0991
,ISS,fig|387092.6.peg.1035
GO:0016021,ISS,fig|387092.6.peg.1037|NIS_0994
,ISS,fig|387092.6.peg.1038|NIS_0995
GO:0051225; GO:0070652,ISS,fig|387092.6.peg.1046|NIS_1003
GO:0016021,ISS,fig|387092.6.peg.1047|NIS_1004
,ISS,fig|387092.6.peg.1048|NIS_1005
,ISS,fig|387092.6.peg.1052|NIS_1009
,ISS,fig|387092.6.peg.1063
GO:0005623; GO:0009055; GO:0016853; GO:0022900; GO:0045454,ISS,fig|387092.6.peg.1065|NIS_1021
GO:0016021,ISS,fig|387092.6.peg.1066|NIS_1022
,ISS,fig|387092.6.peg.1070|NIS_1026
GO:0016021,ISS,fig|387092.6.peg.1072|NIS_1028
GO:0016021,ISS,fig|387092.6.peg.1079|NIS_1035
,ISS,fig|387092.6.peg.1091|NIS_1047
GO:0003824; GO:0009116,ISS,fig|387092.6.peg.1095|NIS_1051
,ISS,fig|387092.6.peg.1101
,ISS,fig|387092.6.peg.1103|NIS_1058
,ISS,fig|387092.6.peg.1107|NIS_1062
GO:0015562; GO:0055085,ISS,fig|387092.6.peg.1109|NIS_1064
GO:0016740; GO:0016779,ISS,fig|387092.6.peg.1111|NIS_1066
,ISS,fig|387092.6.peg.1112|NIS_1067
,ISS,fig|387092.6.peg.1114|NIS_1069
,ISS,fig|387092.6.peg.1119
GO:0016021,ISS,fig|387092.6.peg.1125
,ISS,fig|387092.6.peg.1126
,ISS,fig|387092.6.peg.1137|NIS_1088
GO:0016021,ISS,fig|387092.6.peg.1138|NIS_1089
GO:0009143; GO:0046872; GO:0047429,ISS,fig|387092.6.peg.1139|NIS_1090
GO:0016021,ISS,fig|387092.6.peg.1141|NIS_1092
,ISS,fig|387092.6.peg.1142
GO:0016021,ISS,fig|387092.6.peg.1146
GO:0016021,ISS,fig|387092.6.peg.1147|NIS_1095
GO:0016021; GO:0055085,ISS,fig|387092.6.peg.1151|NIS_1099
GO:0016021,ISS,fig|387092.6.peg.1165|NIS_1113
GO:0005623; GO:0045454,ISS,fig|387092.6.peg.1167|NIS_1115
,ISS,fig|387092.6.peg.1178|NIS_1126
GO:0016020; GO:0016021,ISS,fig|387092.6.peg.1180|NIS_1128
GO:0016021,ISS,fig|387092.6.peg.1186|NIS_1134
,ISS,fig|387092.6.peg.1191|NIS_1139
,ISS,fig|387092.6.peg.1195|NIS_1143
GO:0016787,ISS,fig|387092.6.peg.1199|NIS_1147
GO:0016021,ISS,fig|387092.6.peg.1200
,ISS,fig|387092.6.peg.1206|NIS_1153
,ISS,fig|387092.6.peg.1208|NIS_1155
,ISS,fig|387092.6.peg.1210|NIS_1157
,ISS,fig|387092.6.peg.1220|NIS_1167
GO:0016740,ISS,fig|387092.6.peg.1221|NIS_1168
,ISS,fig|387092.6.peg.1224|NIS_1171
,ISS,fig|387092.6.peg.1225|NIS_1172
GO:0016020; GO:0016021,ISS,fig|387092.6.peg.1226|NIS_1173
GO:0016021; GO:0042834,ISS,fig|387092.6.peg.1232|NIS_1179
,ISS,fig|387092.6.peg.1235|NIS_1182
GO:0004792,ISS,fig|387092.6.peg.1237|NIS_1183
,ISS,fig|387092.6.peg.1243|NIS_1189
,ISS,fig|387092.6.peg.1244
GO:0016301; GO:0016310,ISS,fig|387092.6.peg.1245|NIS_1190
GO:0005886; GO:0016021,ISS,fig|387092.6.peg.1247|NIS_1192
GO:0016021,ISS,fig|387092.6.peg.1248|NIS_1193
GO:0016021,ISS,fig|387092.6.peg.1250|NIS_1195
,ISS,fig|387092.6.peg.1257|NIS_1202
GO:0006935; GO:0007165,ISS,fig|387092.6.peg.1258|NIS_1203
,ISS,fig|387092.6.peg.1261
,ISS,fig|387092.6.peg.1262|NIS_1206
,ISS,fig|387092.6.peg.1264|NIS_1207
,ISS,fig|387092.6.peg.1267|NIS_1210
GO:0016021,ISS,fig|387092.6.peg.1293|NIS_1236
,ISS,fig|387092.6.peg.1296|NIS_1239
,ISS,fig|387092.6.peg.1297
,ISS,fig|387092.6.peg.1298|NIS_1240
GO:0016757,ISS,fig|387092.6.peg.1311|NIS_1252
GO:0016021,ISS,fig|387092.6.peg.1313|NIS_1254
GO:0008654; GO:0016021; GO:0016780,ISS,fig|387092.6.peg.1314|NIS_1255
GO:0003824,ISS,fig|387092.6.peg.1317|NIS_1258
GO:0016020,ISS,fig|387092.6.peg.1322|NIS_1263
,ISS,fig|387092.6.peg.1323|NIS_1264
,ISS,fig|387092.6.peg.1326|NIS_1267
GO:0016779,ISS,fig|387092.6.peg.1327|NIS_1268
,ISS,fig|387092.6.peg.1328|NIS_1269
,ISS,fig|387092.6.peg.1330|NIS_1271
,ISS,fig|387092.6.peg.1331|NIS_1272
,ISS,fig|387092.6.peg.1341
GO:0035438,ISS,fig|387092.6.peg.1344|NIS_1284
GO:0016021; GO:0035438,ISS,fig|387092.6.peg.1345
,ISS,fig|387092.6.peg.1346|NIS_1285
GO:0016020; GO:0016021,ISS,fig|387092.6.peg.1349
,ISS,fig|387092.6.peg.1352|NIS_1290
,ISS,fig|387092.6.peg.1353|NIS_1291
GO:0009055; GO:0020037; GO:0022900; GO:0046872,ISS,fig|387092.6.peg.1356|NIS_1294
,ISS,fig|387092.6.peg.1357
,ISS,fig|387092.6.peg.1359|NIS_1296
GO:0016020,ISS,fig|387092.6.peg.1361|NIS_1298
,ISS,fig|387092.6.peg.1362|NIS_1299
,ISS,fig|387092.6.peg.1364|NIS_1301
,ISS,fig|387092.6.peg.1368
,ISS,fig|387092.6.peg.1374|NIS_1310
GO:0016021; GO:0055085,ISS,fig|387092.6.peg.1381|NIS_1317
GO:0016021,ISS,fig|387092.6.peg.1384|NIS_1320
,ISS,fig|387092.6.peg.1385
,ISS,fig|387092.6.peg.1386|NIS_1321
,ISS,fig|387092.6.peg.1387
,ISS,fig|387092.6.peg.1388
,ISS,fig|387092.6.peg.1389|NIS_1322
,ISS,fig|387092.6.peg.1390|NIS_1323
GO:0003677; GO:0006260; GO:0008270,ISS,fig|387092.6.peg.1391|NIS_1324
,ISS,fig|387092.6.peg.1392|NIS_1325
,ISS,fig|387092.6.peg.1393|NIS_1326
GO:0016021,ISS,fig|387092.6.peg.1394
,ISS,fig|387092.6.peg.1396
,ISS,fig|387092.6.peg.1397|NIS_1329
,ISS,fig|387092.6.peg.1411|NIS_1342
GO:0000160,ISS,fig|387092.6.peg.1413|NIS_1344
,ISS,fig|387092.6.peg.1414|NIS_1345
GO:0000160,ISS,fig|387092.6.peg.1416|NIS_1347
,ISS,fig|387092.6.peg.1418|NIS_1349
GO:0007154; GO:0016021,ISS,fig|387092.6.peg.1420|NIS_1351
GO:0016021,ISS,fig|387092.6.peg.1421|NIS_1352
GO:0016020; GO:0016021,ISS,fig|387092.6.peg.1422|NIS_1353
GO:0016021,ISS,fig|387092.6.peg.1423|NIS_1354
GO:0004519; GO:0090305,ISS,fig|387092.6.peg.1428|NIS_1359
GO:0004519; GO:0090305,ISS,fig|387092.6.peg.1434|NIS_1365
GO:0016021,ISS,fig|387092.6.peg.1435|NIS_1366
,ISS,fig|387092.6.peg.1436|NIS_1367
GO:0016021; GO:0055085,ISS,fig|387092.6.peg.1437|NIS_1368
,ISS,fig|387092.6.peg.1443|NIS_1375
,ISS,fig|387092.6.peg.1444|NIS_1376
GO:0016021,ISS,fig|387092.6.peg.1446|NIS_1378
GO:0005509,ISS,fig|387092.6.peg.1450|NIS_1382
GO:0016021; GO:0016747,ISS,fig|387092.6.peg.1451|NIS_1383
GO:0005509,ISS,fig|387092.6.peg.1455|NIS_1387
GO:0005509,ISS,fig|387092.6.peg.1456|NIS_1388
,ISS,fig|387092.6.peg.1457|NIS_1389
,ISS,fig|387092.6.peg.1458|NIS_1390
GO:0005509,ISS,fig|387092.6.peg.1459|NIS_1391
,ISS,fig|387092.6.peg.1460
GO:0003677; GO:0004803; GO:0006313,ISS,fig|387092.6.peg.1461
GO:0003677; GO:0004803; GO:0006313,ISS,fig|387092.6.peg.1462
GO:0005509,ISS,fig|387092.6.peg.1463|NIS_1393
GO:0016740,ISS,fig|387092.6.peg.1465|NIS_1395
GO:0016021,ISS,fig|387092.6.peg.1466|NIS_1396
GO:0005509; GO:0006508; GO:0008237,ISS,fig|387092.6.peg.1468|NIS_1398
,ISS,fig|387092.6.peg.1469|NIS_1399
,ISS,fig|387092.6.peg.1470|NIS_1400
GO:0016021; GO:0016740,ISS,fig|387092.6.peg.1475
GO:0016021,ISS,fig|387092.6.peg.1477|NIS_1406
GO:0008484; GO:0016021; GO:0016772,ISS,fig|387092.6.peg.1486|NIS_1415
,ISS,fig|387092.6.peg.1508|NIS_1437
GO:0016021,ISS,fig|387092.6.peg.1509|NIS_1438
GO:0016787,ISS,fig|387092.6.peg.1511|NIS_1440
,ISS,fig|387092.6.peg.1515|NIS_1444
,ISS,fig|387092.6.peg.1522
GO:0016021,ISS,fig|387092.6.peg.1526|NIS_1454
GO:0003824,ISS,fig|387092.6.peg.1542
,ISS,fig|387092.6.peg.1544|NIS_1471
,ISS,fig|387092.6.peg.1550|NIS_1477
GO:0016021,ISS,fig|387092.6.peg.1553|NIS_1480
GO:0016021,ISS,fig|387092.6.peg.1554|NIS_1481
,ISS,fig|387092.6.peg.1557|NIS_1484
,ISS,fig|387092.6.peg.1560
GO:0015288; GO:0016020; GO:0055085,ISS,fig|387092.6.peg.1561|NIS_1487
,ISS,fig|387092.6.peg.1562|NIS_1488
GO:0000160,ISS,fig|387092.6.peg.1572|NIS_1498
,ISS,fig|387092.6.peg.1581|NIS_1507
GO:0016021,ISS,fig|387092.6.peg.1589|NIS_1515
,ISS,fig|387092.6.peg.1591|NIS_1517
GO:0016301; GO:0016310,ISS,fig|387092.6.peg.1598|NIS_1524
GO:0016021,ISS,fig|387092.6.peg.1601|NIS_1527
,ISS,fig|387092.6.peg.1606|NIS_1532
,ISS,fig|387092.6.peg.1613|NIS_1539
GO:0003723; GO:0033897; GO:0090502,ISS,fig|387092.6.peg.1619|NIS_1545
GO:0016021,ISS,fig|387092.6.peg.1634|NIS_1560
GO:0016021,ISS,fig|387092.6.peg.1638|NIS_1564
,ISS,fig|387092.6.peg.1639|NIS_1565
,ISS,fig|387092.6.peg.1641|NIS_1567
GO:0016021,ISS,fig|387092.6.peg.1642|NIS_1568
GO:0016021,ISS,fig|387092.6.peg.1643|NIS_1569
GO:0016020; GO:0016021,ISS,fig|387092.6.peg.1644
GO:0016020,ISS,fig|387092.6.peg.1645|NIS_1570
,ISS,fig|387092.6.peg.1646|NIS_1571
GO:0016021,ISS,fig|387092.6.peg.1647|NIS_1572
,ISS,fig|387092.6.peg.1648|NIS_1573
GO:0016021,ISS,fig|387092.6.peg.1652|NIS_1577
,ISS,fig|387092.6.peg.1661|NIS_1586
,ISS,fig|387092.6.peg.1664|NIS_1589
,ISS,fig|387092.6.peg.1665
,ISS,fig|387092.6.peg.1666
,ISS,fig|387092.6.peg.1672|NIS_1596
,ISS,fig|387092.6.peg.1676|NIS_1600
,ISS,fig|387092.6.peg.1678
GO:0016740,ISS,fig|387092.6.peg.1685|NIS_1608
GO:0016021,ISS,fig|387092.6.peg.1688|NIS_1611
GO:0016021,ISS,fig|387092.6.peg.1691|NIS_1614
,ISS,fig|387092.6.peg.1699|NIS_1622
GO:0000413; GO:0003755,ISS,fig|387092.6.peg.1719|NIS_1642
,ISS,fig|387092.6.peg.1726
GO:0003824,ISS,fig|387092.6.peg.1728|NIS_1650
GO:0016787; GO:0046872,ISS,fig|387092.6.peg.1730|NIS_1652
,ISS,fig|387092.6.peg.1733|NIS_1655
GO:0016021,ISS,fig|387092.6.peg.1734|NIS_1656
GO:0016787,ISS,fig|387092.6.peg.1742|NIS_1664
GO:0016021,ISS,fig|387092.6.peg.1743|NIS_1665
,ISS,fig|387092.6.peg.1755|NIS_1677
GO:0003677,ISS,fig|387092.6.peg.1760|NIS_1682
GO:0016021,ISS,fig|387092.6.peg.1761|NIS_1683
,ISS,fig|387092.6.peg.1762|NIS_1684
,ISS,fig|387092.6.peg.1763|NIS_1685
,ISS,fig|387092.6.peg.1766
,ISS,fig|387092.6.peg.1768
,ISS,fig|387092.6.peg.1769|NIS_1692
,ISS,fig|387092.6.peg.1770|NIS_1693
,ISS,fig|387092.6.peg.1776|NIS_1699
,ISS,fig|387092.6.peg.1777|NIS_1700
,ISS,fig|387092.6.peg.1779|NIS_1702
GO:0003677; GO:0003700; GO:0004386; GO:0006304; GO:0006355,ISS,fig|387092.6.peg.1783
,ISS,fig|387092.6.peg.1788
,ISS,fig|387092.6.peg.1790|NIS_1710
,ISS,fig|387092.6.peg.1791|NIS_1711
GO:0016787,ISS,fig|387092.6.peg.1796
GO:0016021,ISS,fig|387092.6.peg.1797|NIS_1716
,ISS,fig|387092.6.peg.1809|NIS_1728
GO:0016491; GO:0055114,ISS,fig|387092.6.peg.1810|NIS_1729
GO:0016021,ISS,fig|387092.6.peg.1813|NIS_1732
GO:0016021,ISS,fig|387092.6.peg.1816|NIS_1735
GO:0009055; GO:0020037; GO:0022900,ISS,fig|387092.6.peg.1817|NIS_1736
GO:0004601; GO:0051920; GO:0055114; GO:0098869,ISS,fig|387092.6.peg.1818|NIS_1737
GO:0009987; GO:0016740,ISS,fig|387092.6.peg.1821
GO:0005886; GO:0015379; GO:0016021; GO:0046872; GO:0071805,ISS,fig|387092.6.peg.1823
,ISS,fig|387092.6.peg.1825|NIS_1742
GO:0004497; GO:0016021; GO:0055114,ISS,fig|387092.6.peg.1827|NIS_1744
,ISS,fig|387092.6.peg.1830|NIS_1747
GO:0010181,ISS,fig|387092.6.peg.1831|NIS_1748
,ISS,fig|387092.6.peg.1835|NIS_1752
,ISS,fig|387092.6.peg.1838|NIS_1755
GO:0016021,ISS,fig|387092.6.peg.1841|NIS_1758
,ISS,fig|387092.6.peg.1843|NIS_1760
GO:0005524,ISS,fig|387092.6.peg.1844|NIS_1761
,ISS,fig|387092.6.peg.1848|NIS_1765
,ISS,fig|387092.6.peg.1849|NIS_1766
GO:0008080; GO:0016301; GO:0016310,ISS,fig|387092.6.peg.1850|NIS_1767
GO:0006260; GO:0008998; GO:0055114,ISS,fig|387092.6.peg.1853|NIS_1770
GO:0016021,ISS,fig|387092.6.peg.1857|NIS_1774
GO:0016021,ISS,fig|387092.6.peg.1858|NIS_1775
GO:0016021,ISS,fig|387092.6.peg.1861|NIS_1778
,ISS,fig|387092.6.peg.1862|NIS_1779
GO:0009055; GO:0020037; GO:0022900; GO:0046872,ISS,fig|387092.6.peg.1867|NIS_1784
GO:0009055; GO:0020037; GO:0022900; GO:0046872,ISS,fig|387092.6.peg.1868|NIS_1785
GO:0016021,ISS,fig|387092.6.peg.1871|NIS_1788
GO:0016021,ISS,fig|387092.6.peg.1878
GO:0016021,ISS,fig|387092.6.peg.1881|NIS_1797
,ISS,fig|387092.6.peg.1883|NIS_1799
,ISS,fig|387092.6.peg.1884|NIS_1800
,ISS,fig|387092.6.peg.1893|NIS_1809
GO:0016021,ISS,fig|387092.6.peg.1895
GO:0016021,ISS,fig|387092.6.peg.1897|NIS_1812
,ISS,fig|387092.6.peg.1898|NIS_1813
,ISS,fig|387092.6.peg.1901|NIS_1816
,ISS,fig|387092.6.peg.1908|NIS_1822
,ISS,fig|387092.6.peg.1910|NIS_1824
,ISS,fig|387092.6.peg.1911|NIS_1825
GO:0005623; GO:0009055; GO:0020037; GO:0022900; GO:0045454; GO:0046872,ISS,fig|387092.6.peg.1912|NIS_1826
GO:0016021,ISS,fig|387092.6.peg.1921|NIS_1835
,ISS,fig|387092.6.peg.1922|NIS_1836
GO:0006508; GO:0008233; GO:0016021,ISS,fig|387092.6.peg.1923|NIS_1837
,ISS,fig|387092.6.peg.1925|NIS_1839
GO:0016021,ISS,fig|387092.6.peg.1931|NIS_1845
GO:0016021,ISS,fig|387092.6.peg.1936|NIS_1850
GO:0004519; GO:0090305,ISS,fig|387092.6.peg.1940|NIS_1854
,ISS,fig|387092.6.peg.1942|NIS_1856
,ISS,fig|387092.6.peg.1924|NIS_1838
GO:0006508; GO:0008047; GO:0008233; GO:0043085,ISS,fig|387092.6.peg.1008|NIS_0966
GO:0003677; GO:0009058; GO:0016742,ISS,fig|387092.6.peg.1020|NIS_0978
GO:0008137; GO:0048038; GO:0051287; GO:0055114,ISS,fig|387092.6.peg.755|NIS_0715
GO:0016021,ISS,fig|387092.6.peg.757|NIS_0717
GO:0016021; GO:0055114,ISS,fig|387092.6.peg.758|NIS_0718
GO:0008137; GO:0016021; GO:0042773,ISS,fig|387092.6.peg.759|NIS_0719
GO:0004252; GO:0006508; GO:0042597,ISS,fig|387092.6.peg.1793|NIS_1713
GO:0003677; GO:0006355,ISS,fig|387092.6.peg.998|NIS_0956
GO:0004414; GO:0005737; GO:0009086,ISS,fig|387092.6.peg.1335|NIS_1276
GO:0004413; GO:0005524; GO:0005737; GO:0009088; GO:0016310,ISS,fig|387092.6.peg.434|NIS_0420
GO:0004412; GO:0009086; GO:0009088; GO:0009097; GO:0050661; GO:0055114,ISS,fig|387092.6.peg.1627|NIS_1553
GO:0000287; GO:0005737; GO:0006633; GO:0008897,ISS,fig|387092.6.peg.1105|NIS_1060
GO:0003677; GO:0005524; GO:0006281; GO:0006310; GO:0009378; GO:0009432; GO:0032508,ISS,fig|387092.6.peg.385|NIS_0372
GO:0003677; GO:0005524; GO:0006281; GO:0006310; GO:0009378; GO:0009379; GO:0009432; GO:0032508,ISS,fig|387092.6.peg.1150|NIS_1098
GO:0016021,ISS,fig|387092.6.peg.1804|NIS_1723
GO:0016787,ISS,fig|387092.6.peg.1140|NIS_1091
GO:0004821; GO:0005524; GO:0005737; GO:0006427,ISS,fig|387092.6.peg.858|NIS_0818
GO:0000105; GO:0004401; GO:0016311,ISS,fig|387092.6.peg.1592|NIS_1518
GO:0000105; GO:0004399; GO:0008270; GO:0051287; GO:0055114,ISS,fig|387092.6.peg.600|NIS_0566
GO:0003824,ISS,fig|387092.6.peg.695|NIS_0658
GO:0019825; GO:0020037,ISS,fig|387092.6.peg.98|NIS_0092
GO:0000155; GO:0000160; GO:0005524; GO:0016021; GO:0023014,ISS,fig|387092.6.peg.424|NIS_0410
,ISS,fig|387092.6.peg.728|NIS_0688
,ISS,fig|387092.6.peg.1440|NIS_1372
GO:0003824; GO:0046872; GO:0051539,ISS,fig|387092.6.peg.1875|NIS_1792
,ISS,fig|387092.6.peg.1874|NIS_1791
GO:0003677; GO:0003678; GO:0005524; GO:0006268; GO:0006269; GO:0008270; GO:1990077,ISS,fig|387092.6.peg.348|NIS_0336
GO:0004527; GO:0005524; GO:0006281; GO:0090305,ISS,fig|387092.6.peg.377|NIS_0365
GO:0030001; GO:0046872,ISS,fig|387092.6.peg.880|NIS_0840
GO:0016020; GO:0022857; GO:0055085,ISS,fig|387092.6.peg.952|NIS_0911
,ISS,fig|387092.6.peg.1705|NIS_1628
GO:0000774; GO:0005737; GO:0006457; GO:0042803; GO:0050790; GO:0051087,ISS,fig|387092.6.peg.1174|NIS_1122
GO:0005524; GO:0005737; GO:0042026; GO:0051082,ISS,fig|387092.6.peg.539|NIS_0509
GO:0005524; GO:0005737; GO:0006457,ISS,fig|387092.6.peg.540|NIS_0510
,ISS,fig|387092.6.peg.1403|NIS_1334
GO:0003677; GO:0006355,ISS,fig|387092.6.peg.1175|NIS_1123
GO:0016311; GO:0016791,ISS,fig|387092.6.peg.1093|NIS_1049
GO:0016787,ISS,fig|387092.6.peg.1938|NIS_1852
GO:0016787,ISS,fig|387092.6.peg.402|NIS_0388
GO:0004385; GO:0005524; GO:0005737; GO:0016310; GO:0046037; GO:0046710,ISS,fig|387092.6.peg.1571|NIS_1497
GO:0008893; GO:0015969; GO:0016301; GO:0016310,ISS,fig|387092.6.peg.800|NIS_0760
GO:0003935; GO:0005525; GO:0008270; GO:0009231,ISS,fig|387092.6.peg.371|NIS_0359
GO:0003934; GO:0005525; GO:0006730; GO:0008270; GO:0035998; GO:0046654,ISS,fig|387092.6.peg.174|NIS_0163
,ISS,fig|387092.6.peg.1584|NIS_1510
GO:0003924; GO:0005525,ISS,fig|387092.6.peg.1937|NIS_1851
GO:0000287; GO:0003924; GO:0005525; GO:0005737; GO:0042254,ISS,fig|387092.6.peg.1289|NIS_1232
GO:0003924; GO:0005525; GO:0005737; GO:0005886; GO:0042274; GO:0070181,ISS,fig|387092.6.peg.1045|NIS_1002
GO:0000917; GO:0005525; GO:0046872,ISS,fig|387092.6.peg.821|NIS_0781
GO:0005525; GO:0042254,ISS,fig|387092.6.peg.1438|NIS_1369
GO:0005524; GO:0005525; GO:0016887; GO:0043022; GO:0043023,ISS,fig|387092.6.peg.743|NIS_0703
GO:0005525; GO:0006777; GO:0019008; GO:0046872; GO:0051539; GO:0061798; GO:1904047,ISS,fig|387092.6.peg.1657|NIS_1582
GO:0003922; GO:0005524; GO:0006177; GO:0006541; GO:0016462,ISS,fig|387092.6.peg.1408|NIS_1339
GO:0004820; GO:0005524; GO:0005737; GO:0006426,ISS,fig|387092.6.peg.772|NIS_0732
GO:0004820; GO:0005524; GO:0005737; GO:0006426,ISS,fig|387092.6.peg.1585|NIS_1511
